gene_name	drug_name	interaction_type	source	gene_categories	UC	CD
MMP3	PG-116800	inhibitor	TTD	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	UK-356618	n/a	GuideToPharmacologyInteractions	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	MARIMASTAT	n/a	TEND	druggable genome,neutral zinc metallopeptidase,protease	false	false
CD55	CHLORAMPHENICOL	other/unknown	DrugBank	cell surface	false	false
CCL2	RS-504393	inhibitor	TTD	drug resistance,kinase	false	false
CCL2	MIMOSINE	inhibitor	DrugBank	drug resistance,kinase	false	false
CCL2	DANAZOL	inhibitor	DrugBank	drug resistance,kinase	false	false
ICAM1	ALICAFORSEN	n/a	TdgClinicalTrial	cell surface,drug resistance,external side of plasma membrane	false	false
ICAM1	ALICAFORSEN	antisense	TTD	cell surface,drug resistance,external side of plasma membrane	false	false
ALCAM	5-FLUOROURIDINE	n/a	CIViC	cell surface,external side of plasma membrane	false	false
HK2	4-AMINOPYRIDINE	blocker	TTD	kinase	false	false
HK2	AZIMILIDE	blocker	TTD	kinase	false	false
HK2	DRONEDARONE	blocker	TTD	kinase	false	false
LDLR	PORFIMER	other/unknown	DrugBank	cell surface,external side of plasma membrane	false	false
LDLR	ATENOLOL	n/a	PharmGKB	cell surface,external side of plasma membrane	false	false
ATP2C1	SEVOFLURANE	inhibitor	DrugBank	abc transporter,druggable genome,transporter	false	false
ATP2C1	ENFLURANE	inhibitor	DrugBank	abc transporter,druggable genome,transporter	false	false
ATP2C1	ISOFLURANE	inhibitor	DrugBank	abc transporter,druggable genome,transporter	false	false
ATP2C1	HALOTHANE	other/unknown	DrugBank	abc transporter,druggable genome,transporter	false	false
ATP2C1	METHOXYFLURANE	inhibitor	DrugBank	abc transporter,druggable genome,transporter	false	false
ATP2C1	DESFLURANE	inhibitor	DrugBank	abc transporter,druggable genome,transporter	false	false
ATP2C1	CALCIUM	agonist	DrugBank	abc transporter,druggable genome,transporter	false	false
ATP2C1	SEVOFLURANE	n/a	TEND	abc transporter,druggable genome,transporter	false	false
ATP2C1	ENFLURANE	n/a	TEND	abc transporter,druggable genome,transporter	false	false
ATP2C1	DESFLURANE	n/a	TEND	abc transporter,druggable genome,transporter	false	false
ATP2C1	ISOFLURANE	n/a	TEND	abc transporter,druggable genome,transporter	false	false
ATP2C1	ISOFLURANE	n/a	TdgClinicalTrial	abc transporter,druggable genome,transporter	false	false
ATP2C1	SEVOFLURANE	n/a	TdgClinicalTrial	abc transporter,druggable genome,transporter	false	false
ATP2C1	DESFLURANE	n/a	TdgClinicalTrial	abc transporter,druggable genome,transporter	false	false
ATP2C1	ENFLURANE	n/a	TdgClinicalTrial	abc transporter,druggable genome,transporter	false	false
ATP2C1	SEVOFLURANE	inhibitor	DrugBank	abc transporter,druggable genome,transporter	false	false
ATP2C1	ENFLURANE	inhibitor	DrugBank	abc transporter,druggable genome,transporter	false	false
ATP2C1	ISOFLURANE	inhibitor	DrugBank	abc transporter,druggable genome,transporter	false	false
ATP2C1	HALOTHANE	other/unknown	DrugBank	abc transporter,druggable genome,transporter	false	false
ATP2C1	METHOXYFLURANE	inhibitor	DrugBank	abc transporter,druggable genome,transporter	false	false
ATP2C1	DESFLURANE	inhibitor	DrugBank	abc transporter,druggable genome,transporter	false	false
ATP2C1	CALCIUM	agonist	DrugBank	abc transporter,druggable genome,transporter	false	false
ATP2C1	SEVOFLURANE	n/a	TEND	abc transporter,druggable genome,transporter	false	false
ATP2C1	ENFLURANE	n/a	TEND	abc transporter,druggable genome,transporter	false	false
ATP2C1	DESFLURANE	n/a	TEND	abc transporter,druggable genome,transporter	false	false
ATP2C1	ISOFLURANE	n/a	TEND	abc transporter,druggable genome,transporter	false	false
ATP2C1	ISOFLURANE	n/a	TdgClinicalTrial	abc transporter,druggable genome,transporter	false	false
ATP2C1	SEVOFLURANE	n/a	TdgClinicalTrial	abc transporter,druggable genome,transporter	false	false
ATP2C1	DESFLURANE	n/a	TdgClinicalTrial	abc transporter,druggable genome,transporter	false	false
ATP2C1	ENFLURANE	n/a	TdgClinicalTrial	abc transporter,druggable genome,transporter	false	false
CFB	4-GUANIDINOBENZOIC ACID	n/a	DrugBank	druggable genome,protease	false	false
CFB	4-GUANIDINOBENZOIC ACID	n/a	DrugBank	druggable genome,protease	false	false
NOS2	AMINOGUANIDINE	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome	false	false
NOS2	2-AMINO-4-METHYLPYRIDINE	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome	false	false
NOS2	TRIFLUSAL	agonist	DrugBank	drug resistance,druggable genome	false	false
NOS2	S-ETHYLISOTHIOUREA	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	7,8-DIHYDRO-L-BIOPTERIN	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	1-[4-(AMINOMETHYL)BENZOYL]-5'-FLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLIN]-4'-AMINE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	L-CITRULLINE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	(3R)-3-[(1,2,3,4-TETRAHYDROISOQUINOLIN-7-YLOXY)METHYL]-2,3-DIHYDROTHIENO[2,3-F][1,4]OXAZEPIN-5-AMINE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	DEXAMETHASONE	negative modulator	DrugBank	drug resistance,druggable genome	false	false
NOS2	7,8-DIHYDROBIOPTERIN	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	N,N-DIMETHYLARGININE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	4R-FLUORO-N6-ETHANIMIDOYL-L-LYSINE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	ETHYL 4-[(4-CHLOROPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	THIOCOUMARIN	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	N-(3-(AMINOMETHYL)BENZYL)ACETAMIDINE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	L-ARGININE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	7-NITROINDAZOLE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	L-THIOCITRULLINE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	MICONAZOLE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
NOS2	5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	AMINOGUANIDINE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
NOS2	N-[2-(6-AMINO-4-METHYLPYRIDIN-2-YL)ETHYL]-4-CYANOBENZAMIDE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	N-[2-(4-AMINO-5,8-DIFLUORO-1,2-DIHYDROQUINAZOLIN-2-YL)ETHYL]-3-FURAMIDE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	5-NITROINDAZOLE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	(2S)-2-METHYL-2,3-DIHYDROTHIENO[2,3-F][1,4]OXAZEPIN-5-AMINE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	N-OMEGA-HYDROXY-L-ARGININE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	N-OMEGA-PROPYL-L-ARGININE	n/a	DrugBank	drug resistance,druggable genome	false	false
NOS2	DOXYCYCLINE	inhibitor	MyCancerGenomeClinicalTrial	drug resistance,druggable genome	false	false
PRKAR1A	SP-ADENOSINE-3',5'-CYCLIC-MONOPHOSPHOROTHIOATE	n/a	DrugBank	clinically actionable,kinase,serine threonine kinase,tumor suppressor	false	false
PRKAR1A	CYCLIC ADENOSINE MONOPHOSPHATE	n/a	DrugBank	clinically actionable,kinase,serine threonine kinase,tumor suppressor	false	false
PRKAR1A	SP-ADENOSINE-3',5'-CYCLIC-MONOPHOSPHOROTHIOATE	n/a	DrugBank	clinically actionable,kinase,serine threonine kinase,tumor suppressor	false	false
PRKAR1A	CYCLIC ADENOSINE MONOPHOSPHATE	n/a	DrugBank	clinically actionable,kinase,serine threonine kinase,tumor suppressor	false	false
CTSK	BALICATIB	n/a	GuideToPharmacologyInteractions	druggable genome,protease	false	false
CTSK	RELACATIB	n/a	GuideToPharmacologyInteractions	druggable genome,protease	false	false
CTSK	ODANACATIB	n/a	GuideToPharmacologyInteractions	druggable genome,protease	false	false
CTSK	N2-({[(4-BROMOPHENYL)METHYL]OXY}CARBONYL)-N1-[(1S)-1-FORMYLPENTYL]-L-LEUCINAMIDE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	N-(2-AMINOETHYL)-N~2~-{(1S)-1-[4'-(AMINOSULFONYL)BIPHENYL-4-YL]-2,2,2-TRIFLUOROETHYL}-L-LEUCINAMIDE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	1,5-BIS(N-BENZYLOXYCARBONYL-L-LEUCINYL)CARBOHYDRAZIDE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	TERT-BUTYL 2-CYANO-2-METHYLHYDRAZINECARBOXYLATE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	1-[N[(PHENYLMETHOXY)CARBONYL]-L-LEUCYL-4-[[N/N-[(PHENYLMETHOXY)CARBONYL]-/NL-LEUCYL]AMINO]-3-PYRROLIDINONE/N	n/a	DrugBank	druggable genome,protease	false	false
CTSK	3-AMINO-5-PHENYLPENTANE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	BENZOFURAN-2-CARBOXYLIC ACID {(S)-3-METHYL-1-[3-OXO-1-(PYRIDIN-2-YLSULFONYL)AZEPAN-4-YLCARBAMOYL]BUTYL}AMIDE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	(1R,2R)-N-(2-AMINOETHYL)-2-{[(4-METHOXYPHENYL)SULFONYL]METHYL}CYCLOHEXANECARBOXAMIDE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	1-[2-(3-BIPHENYL)-4-METHYLVALERYL)]AMINO-3-(2-PYRIDYLSULFONYL)AMINO-2-PROPANONE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	1-{7-CYCLOHEXYL-6-[4-(4-METHYLPIPERAZIN-1-YL)BENZYL]-7H-PYRROLO[2,3-D]PYRIMIDIN-2-YL}METHANAMINE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	N2-[(BENZYLOXY)CARBONYL]-N1-[(3S)-1-CYANOPYRROLIDIN-3-YL]-L-LEUCINAMIDE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	RELACATIB	n/a	TdgClinicalTrial	druggable genome,protease	false	false
CTSK	ODANACATIB	n/a	TdgClinicalTrial	druggable genome,protease	false	false
CTSK	ODANACATIB	inhibitor	TALC	druggable genome,protease	false	false
CTSK	BALICATIB	inhibitor	TALC	druggable genome,protease	false	false
CTSK	BALICATIB	n/a	GuideToPharmacologyInteractions	druggable genome,protease	false	false
CTSK	RELACATIB	n/a	GuideToPharmacologyInteractions	druggable genome,protease	false	false
CTSK	ODANACATIB	n/a	GuideToPharmacologyInteractions	druggable genome,protease	false	false
CTSK	N2-({[(4-BROMOPHENYL)METHYL]OXY}CARBONYL)-N1-[(1S)-1-FORMYLPENTYL]-L-LEUCINAMIDE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	N-(2-AMINOETHYL)-N~2~-{(1S)-1-[4'-(AMINOSULFONYL)BIPHENYL-4-YL]-2,2,2-TRIFLUOROETHYL}-L-LEUCINAMIDE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	1,5-BIS(N-BENZYLOXYCARBONYL-L-LEUCINYL)CARBOHYDRAZIDE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	TERT-BUTYL 2-CYANO-2-METHYLHYDRAZINECARBOXYLATE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	1-[N[(PHENYLMETHOXY)CARBONYL]-L-LEUCYL-4-[[N/N-[(PHENYLMETHOXY)CARBONYL]-/NL-LEUCYL]AMINO]-3-PYRROLIDINONE/N	n/a	DrugBank	druggable genome,protease	false	false
CTSK	3-AMINO-5-PHENYLPENTANE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	BENZOFURAN-2-CARBOXYLIC ACID {(S)-3-METHYL-1-[3-OXO-1-(PYRIDIN-2-YLSULFONYL)AZEPAN-4-YLCARBAMOYL]BUTYL}AMIDE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	(1R,2R)-N-(2-AMINOETHYL)-2-{[(4-METHOXYPHENYL)SULFONYL]METHYL}CYCLOHEXANECARBOXAMIDE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	1-[2-(3-BIPHENYL)-4-METHYLVALERYL)]AMINO-3-(2-PYRIDYLSULFONYL)AMINO-2-PROPANONE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	1-{7-CYCLOHEXYL-6-[4-(4-METHYLPIPERAZIN-1-YL)BENZYL]-7H-PYRROLO[2,3-D]PYRIMIDIN-2-YL}METHANAMINE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	N2-[(BENZYLOXY)CARBONYL]-N1-[(3S)-1-CYANOPYRROLIDIN-3-YL]-L-LEUCINAMIDE	n/a	DrugBank	druggable genome,protease	false	false
CTSK	RELACATIB	n/a	TdgClinicalTrial	druggable genome,protease	false	false
CTSK	ODANACATIB	n/a	TdgClinicalTrial	druggable genome,protease	false	false
CTSK	ODANACATIB	inhibitor	TALC	druggable genome,protease	false	false
CTSK	BALICATIB	inhibitor	TALC	druggable genome,protease	false	false
ADH1C	(R)-N-(1-METHYL-HEXYL)-FORMAMIDE	n/a	DrugBank	druggable genome	false	false
ADH1C	5-BETA-D-RIBOFURANOSYLNICOTINAMIDE ADENINE DINUCLEOTIDE	n/a	DrugBank	druggable genome	false	false
ADH1C	N-1-METHYLHEPTYLFORMAMIDE	n/a	DrugBank	druggable genome	false	false
ADH1C	2,3,4,5,6-PENTAFLUOROBENZYL ALCOHOL	n/a	DrugBank	druggable genome	false	false
ADH1C	N-FORMYLPIPERIDINE	n/a	DrugBank	druggable genome	false	false
ADH1C	CHOLIC ACID	n/a	DrugBank	druggable genome	false	false
ADH1C	4-IODOPYRAZOLE	n/a	DrugBank	druggable genome	false	false
ADH1C	2-ETHOXYETHANOL	n/a	DrugBank	druggable genome	false	false
ADH1C	3-BUTYLTHIOLANE 1-OXIDE	n/a	DrugBank	druggable genome	false	false
ADH1C	PYRAZOLE	n/a	DrugBank	druggable genome	false	false
ADH1C	CPAD	n/a	DrugBank	druggable genome	false	false
ADH1C	2,3-DIFLUOROBENZYL ALCOHOL	n/a	DrugBank	druggable genome	false	false
ADH1C	ETHANOL	n/a	PharmGKB	druggable genome	false	false
SERPINB5	S,S-(2-HYDROXYETHYL)THIOCYSTEINE	n/a	DrugBank	druggable genome,protease inhibitor	false	false
SERPINB5	S,S-(2-HYDROXYETHYL)THIOCYSTEINE	n/a	DrugBank	druggable genome,protease inhibitor	false	false
TLR2	S-(DIMETHYLARSENIC)CYSTEINE	n/a	DrugBank	cell surface,drug resistance,external side of plasma membrane	false	false
TLR2	PEPTIDOGLYCAN	n/a	GuideToPharmacologyInteractions	cell surface,drug resistance,external side of plasma membrane	false	false
TLR2	DIAPEP277	n/a	TdgClinicalTrial	cell surface,drug resistance,external side of plasma membrane	false	false
HIF1A	N-[(1-CHLORO-4-HYDROXYISOQUINOLIN-3-YL)CARBONYL]GLYCINE	n/a	DrugBank	transcription factor binding,transcription factor complex	false	false
HIF1A	2-METHOXYESTRADIOL	n/a	DrugBank	transcription factor binding,transcription factor complex	false	false
HIF1A	CARVEDILOL	modulator	DrugBank	transcription factor binding,transcription factor complex	false	false
HIF1A	PX-478	inhibitor	TALC	transcription factor binding,transcription factor complex	false	false
HIF1A	NOSCAPINE	n/a	TdgClinicalTrial	transcription factor binding,transcription factor complex	false	false
HIF1A	ENMD-1198	n/a	TdgClinicalTrial	transcription factor binding,transcription factor complex	false	false
HIF1A	PX-478	n/a	TdgClinicalTrial	transcription factor binding,transcription factor complex	false	false
HIF1A	NITROGLYCERIN	inhibitor	MyCancerGenomeClinicalTrial	transcription factor binding,transcription factor complex	false	false
MMP10	MARIMASTAT	antagonist	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP10	MARIMASTAT	antagonist	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
SLC12A2	PIRETANIDE	n/a	GuideToPharmacologyInteractions	druggable genome,transporter	false	false
SLC12A2	FUROSEMIDE	n/a	GuideToPharmacologyInteractions	druggable genome,transporter	false	false
SLC12A2	BUMETANIDE	n/a	GuideToPharmacologyInteractions	druggable genome,transporter	false	false
SLC12A2	BUMETANIDE	n/a	TdgClinicalTrial	druggable genome,transporter	false	false
SLC12A2	QUINETHAZONE	inhibitor	DrugBank	druggable genome,transporter	false	false
SLC12A2	BUMETANIDE	inhibitor	DrugBank	druggable genome,transporter	false	false
SLC12A2	POTASSIUM CHLORIDE	n/a	DrugBank	druggable genome,transporter	false	false
SLC12A2	BUMETANIDE	n/a	TEND	druggable genome,transporter	false	false
SLC12A2	ALDOSTERONE	blocker	TTD	druggable genome,transporter	false	false
SLC12A2	PIRETANIDE	n/a	GuideToPharmacologyInteractions	druggable genome,transporter	false	false
SLC12A2	FUROSEMIDE	n/a	GuideToPharmacologyInteractions	druggable genome,transporter	false	false
SLC12A2	BUMETANIDE	n/a	GuideToPharmacologyInteractions	druggable genome,transporter	false	false
SLC12A2	BUMETANIDE	n/a	TdgClinicalTrial	druggable genome,transporter	false	false
SLC12A2	QUINETHAZONE	inhibitor	DrugBank	druggable genome,transporter	false	false
SLC12A2	BUMETANIDE	inhibitor	DrugBank	druggable genome,transporter	false	false
SLC12A2	POTASSIUM CHLORIDE	n/a	DrugBank	druggable genome,transporter	false	false
SLC12A2	BUMETANIDE	n/a	TEND	druggable genome,transporter	false	false
SLC12A2	ALDOSTERONE	blocker	TTD	druggable genome,transporter	false	false
MAP3K8	MEK INHIBITOR II	n/a	GuideToPharmacologyInteractions	druggable genome,kinase,serine threonine kinase,tumor suppressor	false	false
MAP3K8	TPL2 KINASE INHIBITOR	n/a	GuideToPharmacologyInteractions	druggable genome,kinase,serine threonine kinase,tumor suppressor	false	false
MAP3K8	MEK INHIBITOR II	n/a	GuideToPharmacologyInteractions	druggable genome,kinase,serine threonine kinase,tumor suppressor	false	false
MAP3K8	TPL2 KINASE INHIBITOR	n/a	GuideToPharmacologyInteractions	druggable genome,kinase,serine threonine kinase,tumor suppressor	false	false
PPARG	(5R,6E,8Z,11Z,14Z,17Z)-5-HYDROXYICOSA-6,8,11,14,17-PENTAENOIC ACID	n/a	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	SULFASALAZINE	agonist	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	true
PPARG	INDOMETHACIN	activator	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	ALEGLITAZAR	agonist	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	ROSIGLITAZONE	agonist	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	REPAGLINIDE	agonist	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID	n/a	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	BALSALAZIDE	agonist	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	true
PPARG	DIFLUORO(5-{2-[(5-OCTYL-1H-PYRROL-2-YL-KAPPAN)METHYLIDENE]-2H-PYRROL-5-YL-KAPPAN}PENTANOATO)BORON	n/a	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	NATEGLINIDE	agonist	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	IBUPROFEN	activator	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-HYDROXYDOCOSA-5,7,10,13,16,19-HEXAENOIC ACID	n/a	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	GLIPIZIDE	agonist	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	TELMISARTAN	partial agonist	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	T131	n/a	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE	n/a	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	BEZAFIBRATE	agonist	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	(2S)-2-(4-CHLOROPHENOXY)-3-PHENYLPROPANOIC ACID	n/a	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	(8E,10S,12Z)-10-HYDROXY-6-OXOOCTADECA-8,12-DIENOIC ACID	n/a	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	(8R,9Z,12Z)-8-HYDROXY-6-OXOOCTADECA-9,12-DIENOIC ACID	n/a	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	MITIGLINIDE	agonist	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	PIOGLITAZONE	agonist	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	TROGLITAZONE	agonist	DrugBank	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	SB-219993	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	INDOMETHACIN	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	LY-465608	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	GW1929	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	DICLOFENAC	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	REGLITAZAR	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	LY-510929	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	LINOLEIC ACID	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	NTZDPA	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	CIGLITAZONE	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	FMOC-L-LEUCINE	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	GW7845	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	L-796449	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	ROSIGLITAZONE	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	PAT5A	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	FARGLITAZAR	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	TROGLITAZONE	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	RAGAGLITAZAR	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	L-764406	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	AD-5061	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	GW0072	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	SB-219994	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	GW9662	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	ROSIGLITAZONE	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	BARDOXOLONE	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
PPARG	TROGLITAZONE	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,g protein coupled receptor,nuclear hormone receptor,transcription factor binding,transcription factor complex	false	false
